Silver Futures Historical Data
Date,Price,Open,High,Low,Vol.,Change %,Candle %
"Apr 08, 2018",17.177,17.065,17.065,17.065,0.03K,1.58%,0.652%
"Apr 01, 2018",16.91,16.94,17.01,16.88,0.03K,0.42%,-0.177%
"Mar 25, 2018",16.84,17.15,17.15,17.15,0.04K,-1.92%,-1.841%
"Mar 18, 2018",17.169,16.73,17.21,16.73,0.06K,1.94%,2.557%
"Mar 11, 2018",16.843,17.115,17.115,16.84,0.04K,-2.00%,-1.615%
"Mar 04, 2018",17.187,17.155,17.23,17.08,0.05K,4.85%,0.186%
"Feb 25, 2018",16.392,16.61,16.65,16.09,25.57K,-0.51%,-1.330%
"Feb 18, 2018",16.476,16.57,16.57,16.55,0.04K,-1.31%,-0.571%
"Feb 11, 2018",16.695,16.375,16.375,16.345,0.23K,3.59%,1.917%
"Feb 04, 2018",16.116,16.705,16.705,16.54,0.24K,-3.36%,-3.655%
"Jan 28, 2018",16.676,17.055,17.21,17.025,0.05K,-7.69%,-2.273%
"Jan 21, 2018",18.065,17.48,18.3,17.48,0.08K,6.42%,3.238%
"Jan 14, 2018",16.975,17.305,17.325,16.935,0.13K,-4.25%,-1.944%
"Jan 07, 2018",17.729,17.555,17.555,17.555,0.03K,3.05%,0.981%
"Dec 31, 2017",17.205,17.155,17.23,17.08,0.07K,0.85%,0.291%
"Dec 24, 2017",17.06,16.48,17.045,16.48,0.38K,4.30%,3.400%
"Dec 17, 2017",16.357,15.98,16.32,15.98,0.32K,2.37%,2.305%
"Dec 10, 2017",15.978,15.775,16.01,15.555,0.87K,1.54%,1.270%
"Dec 03, 2017",15.736,16.31,16.34,15.6,1.42K,-3.44%,-3.648%
"Nov 26, 2017",16.297,17.02,17.025,16.2,24.67K,-4.03%,-4.436%
"Nov 19, 2017",16.981,16.93,16.99,16.93,0.00K,-2.17%,0.300%
"Nov 12, 2017",17.358,16.84,17.305,16.84,0.02K,3.05%,2.984%
"Nov 05, 2017",16.844,17.205,17.225,16.925,0.02K,0.30%,-2.143%
"Oct 29, 2017",16.794,16.715,17.105,16.65,0.48K,0.55%,0.470%
"Oct 22, 2017",16.702,16.92,16.945,16.87,0.17K,-1.88%,-1.305%
"Oct 15, 2017",17.022,17.42,17.43,16.99,0.11K,-1.92%,-2.338%
"Oct 08, 2017",17.355,16.865,17.38,16.865,0.20K,3.71%,2.823%
"Oct 01, 2017",16.734,16.595,16.82,16.43,0.15K,0.76%,0.831%
"Sep 24, 2017",16.607,16.85,17.09,16.655,0.52K,-1.75%,-1.463%
"Sep 17, 2017",16.903,17.49,17.52,16.8,0.76K,-4.02%,-3.473%
"Sep 10, 2017",17.611,17.89,17.91,17.55,1.70K,-2.31%,-1.584%
"Sep 03, 2017",18.027,17.78,18.16,17.775,2.43K,1.74%,1.370%
"Aug 27, 2017",17.719,17.39,17.72,17.255,23.21K,4.00%,1.857%
"Aug 20, 2017",17.038,17.055,17.06,17.055,0.19K,0.34%,-0.100%
"Aug 13, 2017",16.98,17.055,17.13,16.695,0.18K,-0.36%,-0.442%
"Aug 06, 2017",17.041,16.2,17.21,16.09,0.34K,5.05%,4.935%
"Jul 30, 2017",16.222,16.735,16.825,16.205,0.32K,-2.65%,-3.162%
"Jul 23, 2017",16.664,16.415,16.69,16.265,0.34K,1.55%,1.494%
"Jul 16, 2017",16.41,16.1,16.44,16.025,0.34K,3.31%,1.889%
"Jul 09, 2017",15.884,15.54,15.965,15.15,0.59K,3.34%,2.166%
"Jul 02, 2017",15.371,16.58,16.58,15.3,1.53K,-7.22%,-7.865%
"Jun 25, 2017",16.568,16.425,16.86,16.425,18.91K,-0.36%,0.863%
"Jun 18, 2017",16.628,16.51,16.65,16.33,0.09K,-0.05%,0.710%
"Jun 11, 2017",16.636,17.115,17.18,16.63,0.14K,-3.24%,-2.879%
"Jun 04, 2017",17.193,17.545,17.695,17.175,0.18K,-1.68%,-2.047%
"May 28, 2017",17.487,17.335,17.505,17.025,1.27K,1.18%,0.869%
"May 21, 2017",17.283,17.08,17.31,16.99,0.20K,3.18%,1.175%
"May 14, 2017",16.75,16.435,16.955,16.425,0.39K,2.47%,1.881%
"May 07, 2017",16.346,16.26,16.405,16.03,0.47K,0.81%,0.526%
"Apr 30, 2017",16.215,17.185,17.215,16.195,4.08K,-5.68%,-5.982%
"Apr 23, 2017",17.191,17.575,17.575,17.13,37.30K,-3.58%,-2.234%
"Apr 16, 2017",17.83,18.43,18.435,17.855,0.11K,-3.56%,-3.365%
"Apr 09, 2017",18.489,17.82,18.5,17.75,0.23K,1.98%,3.618%
"Apr 02, 2017",18.13,18.22,18.425,18.165,0.22K,-0.58%,-0.496%
"Mar 26, 2017",18.235,18.1,18.25,18.1,0.17K,2.91%,0.740%
"Mar 19, 2017",17.72,17.425,17.575,17.335,0.39K,1.96%,1.665%
"Mar 12, 2017",17.379,16.975,17.47,16.82,0.71K,2.94%,2.325%
"Mar 05, 2017",16.883,17.9,17.9,16.835,1.83K,-4.60%,-6.024%
"Feb 26, 2017",17.697,18.355,18.475,17.625,31.21K,-3.48%,-3.718%
"Feb 19, 2017",18.335,17.99,18.11,17.96,0.26K,1.75%,1.882%
"Feb 12, 2017",18.019,17.9,18.05,17.9,0.25K,0.60%,0.660%
"Feb 05, 2017",17.912,17.595,17.965,17.57,0.22K,2.63%,1.770%
"Jan 29, 2017",17.453,17.15,17.67,17.15,0.09K,2.06%,1.736%
"Jan 22, 2017",17.1,17.2,17.2,16.83,0.02K,0.61%,-0.585%
"Jan 15, 2017",16.997,17.21,17.215,16.925,0.18K,1.66%,-1.253%
"Jan 08, 2017",16.72,16.445,16.8,16.445,0.26K,1.54%,1.645%
"Jan 01, 2017",16.466,16.04,16.71,16.03,0.02K,3.33%,2.587%
"Dec 25, 2016",15.936,15.84,16.235,15.84,0.46K,1.48%,0.602%
"Dec 18, 2016",15.704,16,16.125,15.7,0.30K,-2.78%,-1.885%
"Dec 11, 2016",16.153,16.83,17.15,15.89,1.02K,-4.40%,-4.191%
"Dec 04, 2016",16.897,16.905,17.19,16.525,0.77K,0.86%,-0.047%
"Nov 27, 2016",16.753,16.605,16.775,16.25,20.01K,1.76%,0.883%
"Nov 20, 2016",16.464,16.55,16.55,16.255,0.01K,-0.90%,-0.522%
"Nov 13, 2016",16.613,17.46,17.46,16.805,0.02K,-4.33%,-5.098%
"Nov 06, 2016",17.364,18.15,18.8,17.335,0.08K,-5.33%,-4.527%
"Oct 30, 2016",18.342,17.81,18.6,17.81,0.08K,3.27%,2.900%
"Oct 23, 2016",17.762,17.63,17.855,17.59,0.07K,1.80%,0.743%
"Oct 16, 2016",17.448,17.415,17.71,17.415,0.06K,0.32%,0.189%
"Oct 09, 2016",17.393,17.685,17.685,17.33,0.06K,0.40%,-1.679%
"Oct 02, 2016",17.324,18.87,18.87,17.195,0.28K,-9.48%,-8.924%
"Sep 25, 2016",19.139,19.56,19.6,19.01,0.29K,-3.01%,-2.200%
"Sep 18, 2016",19.733,18.875,20.01,18.875,0.17K,5.07%,4.348%
"Sep 11, 2016",18.781,19.035,19.17,18.715,0.65K,-2.60%,-1.352%
"Sep 04, 2016",19.282,19.395,20.1,19.025,1.42K,0.03%,-0.586%
"Aug 28, 2016",19.276,18.86,19.395,18.52,16.76K,3.38%,2.158%
"Aug 21, 2016",18.645,18.855,18.95,18.505,0.07K,-3.40%,-1.126%
"Aug 14, 2016",19.301,19.95,20.065,19.365,0.04K,-1.89%,-3.363%
"Aug 07, 2016",19.672,19.69,20.355,19.69,0.06K,-0.55%,-0.092%
"Jul 31, 2016",19.78,20.51,20.75,20.1,0.11K,-2.62%,-3.691%
"Jul 24, 2016",20.312,19.5,20.5,19.4,0.41K,3.33%,3.998%
"Jul 17, 2016",19.657,20.025,20.095,19.325,0.59K,-2.33%,-1.872%
"Jul 10, 2016",20.125,20.37,20.605,20.08,0.57K,0.33%,-1.217%
"Jul 03, 2016",20.058,19.755,21.095,19.4,2.28K,2.63%,1.511%
"Jun 26, 2016",19.544,17.865,19.925,17.8,28.60K,9.89%,8.591%
"Jun 19, 2016",17.785,17.445,17.825,17.215,0.15K,2.21%,1.912%
"Jun 12, 2016",17.4,17.49,17.7,17.255,0.01K,0.49%,-0.517%
"Jun 05, 2016",17.315,16.55,17.165,16.55,0.04K,5.93%,4.418%
"May 29, 2016",16.346,16.01,16.43,15.92,0.10K,0.62%,2.056%
"May 22, 2016",16.246,16.32,16.455,16.175,0.65K,-1.65%,-0.455%
"May 15, 2016",16.519,17.22,17.32,16.415,0.26K,-3.48%,-4.244%
"May 08, 2016",17.115,17.47,17.575,16.96,0.71K,-2.24%,-2.074%
"May 01, 2016",17.507,17.85,18.03,17.2,2.37K,-1.59%,-1.959%
"Apr 24, 2016",17.789,17.23,17.99,17.14,29.17K,5.29%,3.142%
"Apr 17, 2016",16.896,16.215,16.965,16.215,0.01K,3.60%,4.031%
"Apr 10, 2016",16.309,15.47,16.295,15.47,0.06K,6.03%,5.144%
"Apr 03, 2016",15.382,15.02,15.02,15.015,0.02K,2.26%,2.353%
"Mar 27, 2016",15.042,15.18,15.44,15.115,0.17K,-0.98%,-0.917%
"Mar 20, 2016",15.191,15.795,15.955,15.18,0.35K,-3.89%,-3.976%
"Mar 13, 2016",15.806,15.55,16.15,15.22,1.20K,1.28%,1.620%
"Mar 06, 2016",15.607,15.57,15.795,15.175,2.95K,-0.47%,0.237%
"Feb 28, 2016",15.681,14.735,15.78,14.61,4.92K,6.75%,6.033%
"Feb 21, 2016",14.689,15.185,15.23,14.675,23.34K,-4.42%,-3.377%
"Feb 14, 2016",15.368,15.385,15.385,15.385,0.01K,-2.64%,-0.111%
"Feb 07, 2016",15.785,14.91,15.785,14.91,0.14K,6.92%,5.543%
"Jan 31, 2016",14.764,14.245,14.9,14.235,0.09K,3.76%,3.515%
"Jan 24, 2016",14.229,14.095,14.385,14.095,0.06K,1.32%,0.942%
"Jan 17, 2016",14.043,14.065,14.29,14.065,0.01K,1.15%,-0.157%
"Jan 10, 2016",13.884,13.95,14.1,13.71,0.05K,-0.17%,-0.475%
"Jan 03, 2016",13.908,14.1,14.34,13.86,0.43K,0.97%,-1.381%
"Dec 27, 2015",13.775,14.035,14.035,13.745,0.14K,-4.13%,-1.887%
"Dec 20, 2015",14.369,14.105,14.38,14.105,0.13K,2.05%,1.837%
"Dec 13, 2015",14.08,13.875,14.235,13.635,0.28K,1.59%,1.456%
"Dec 06, 2015",13.859,14.48,14.605,13.86,0.20K,-4.45%,-4.481%
"Nov 29, 2015",14.505,14.02,14.555,13.77,2.70K,3.55%,3.344%
"Nov 22, 2015",14.008,14.14,14.35,13.905,17.24K,-0.69%,-0.942%
"Nov 15, 2015",14.106,14.45,14.455,14.02,0.05K,-0.68%,-2.439%
"Nov 08, 2015",14.203,14.31,14.45,14.25,0.03K,-3.35%,-0.753%
"Nov 01, 2015",14.696,15.385,15.385,15.005,0.02K,-5.59%,-4.688%
"Oct 25, 2015",15.566,15.83,16.25,15.53,0.08K,-1.59%,-1.696%
"Oct 18, 2015",15.818,15.82,15.89,15.82,0.02K,-1.76%,-0.013%
"Oct 11, 2015",16.102,15.855,16.135,15.7,0.07K,1.85%,1.534%
"Oct 04, 2015",15.809,15.14,15.985,15.14,0.06K,3.62%,4.232%
"Sep 27, 2015",15.257,14.615,15.1,14.41,0.10K,1.00%,4.208%
"Sep 20, 2015",15.106,15.15,15.235,14.74,0.32K,-0.32%,-0.291%
